REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C04,38,2035,-1.6262679e-07
REGION1,LNDAGRBC1C04,38,2038,-3.0521282e-08
REGION1,LNDAGRBC1C04,38,2041,-3.991286e-08
REGION1,LNDAGRBC1C04,38,2044,-2.6780081e-08
REGION1,LNDAGRBC1C04,38,2045,-2.4447024e-07
REGION1,LNDAGRBC1C04,38,2046,-1.1865898e-07
REGION1,LNDAGRBC1C04,38,2048,-2.0069317e-08
REGION1,LNDAGRBC1C04,38,2049,-3.4647521e-07
REGION1,LNDAGRBC1C04,46,2024,-5.8271859e-08
REGION1,LNDAGRBC1C04,46,2036,-3.9363497e-07
REGION1,LNDAGRBC1C04,46,2037,-4.7491234e-07
REGION1,LNDAGRBC1C04,46,2038,-2.9784341e-07
REGION1,LNDAGRBC1C04,46,2042,-2.6143114e-08
REGION1,LNDAGRBC1C04,46,2043,-2.1958312e-07
REGION1,LNDAGRBC1C04,46,2044,-3.0553512e-07
REGION1,LNDAGRBC1C04,46,2045,-6.755086e-08
REGION1,LNDAGRBC1C04,46,2046,-3.2162263e-07
REGION1,LNDAGRBC1C04,46,2048,-4.1166945e-07
REGION1,LNDAGRBC1C04,2,2037,-6.1192649e-08
REGION1,LNDAGRBC1C04,2,2038,-9.2718074e-08
REGION1,LNDAGRBC1C04,2,2043,-4.5710168e-08
REGION1,LNDAGRBC1C04,2,2044,-6.0258633e-08
REGION1,LNDAGRBC1C04,2,2046,-6.0663703e-08
REGION1,LNDAGRBC1C04,27,2036,-5.015427e-08
REGION1,LNDAGRBC1C04,27,2038,-5.8564052e-08
REGION1,LNDAGRBC1C04,27,2041,-1.6963919e-07
REGION1,LNDAGRBC1C04,27,2042,-7.9022309e-08
REGION1,LNDAGRBC1C04,27,2043,-2.6199571e-08
REGION1,LNDAGRBC1C04,27,2045,-2.389337e-07
REGION1,LNDAGRBC1C04,27,2046,-2.9963327e-07
REGION1,LNDAGRBC1C04,27,2048,-5.7090855e-08
REGION1,LNDAGRBC1C04,27,2049,-2.3273669e-07
REGION1,LNDAGRBC1C04,27,2050,-4.0847642e-07
REGION1,LNDAGRBC1C04,40,2022,-1.302038e-07
REGION1,LNDAGRBC1C04,40,2023,-2.1342136e-08
REGION1,LNDAGRBC1C04,40,2035,-8.0051016e-08
REGION1,LNDAGRBC1C04,40,2036,-1.1606627e-07
REGION1,LNDAGRBC1C04,40,2038,-1.0767468e-07
REGION1,LNDAGRBC1C04,40,2040,-5.0749431e-08
REGION1,LNDAGRBC1C04,40,2041,-4.2188164e-08
REGION1,LNDAGRBC1C04,40,2042,-5.4779526e-08
REGION1,LNDAGRBC1C04,40,2043,-7.6663579e-08
REGION1,LNDAGRBC1C04,40,2044,-8.1977598e-08
REGION1,LNDAGRBC1C04,40,2045,-1.465411e-08
REGION1,LNDAGRBC1C04,40,2047,-1.3464686e-07
REGION1,LNDAGRBC1C04,35,2021,-5.3810951e-07
REGION1,LNDAGRBC1C04,35,2023,-1.6104947e-07
REGION1,LNDAGRBC1C04,35,2033,-1.7598337e-08
REGION1,LNDAGRBC1C04,35,2034,-1.4378571e-07
REGION1,LNDAGRBC1C04,35,2038,-2.1385737e-07
REGION1,LNDAGRBC1C04,35,2039,-3.9382941e-07
REGION1,LNDAGRBC1C04,35,2040,-2.502691e-07
REGION1,LNDAGRBC1C04,35,2043,-1.3890663e-07
REGION1,LNDAGRBC1C04,35,2046,-3.2107279e-07
REGION1,LNDAGRBC1C04,35,2047,-3.1830099e-07
REGION1,LNDAGRBC1C04,35,2049,-3.6714447e-07
REGION1,LNDAGRBC1C04,35,2050,-4.1728528e-07
REGION1,LNDAGRBC1C04,24,2020,-5.0261332e-08
REGION1,LNDAGRBC1C04,24,2027,-3.1673683e-07
REGION1,LNDAGRBC1C04,24,2035,-5.4281969e-07
REGION1,LNDAGRBC1C04,24,2048,-4.7362241e-07
REGION1,LNDAGRBC1C05,38,2048,-4.2438478e-08
REGION1,LNDAGRBC1C05,46,2022,-9.753973e-08
REGION1,LNDAGRBC1C05,46,2038,-3.2476204e-08
REGION1,LNDAGRBC1C05,46,2043,-6.1517734e-08
REGION1,LNDAGRBC1C05,46,2044,-7.3570143e-08
REGION1,LNDAGRBC1C05,2,2036,-5.4543226e-07
REGION1,LNDAGRBC1C05,2,2037,-9.7650138e-08
REGION1,LNDAGRBC1C05,2,2040,-2.8025232e-08
REGION1,LNDAGRBC1C05,2,2043,-2.1186604e-07
REGION1,LNDAGRBC1C05,2,2044,-1.4601123e-07
REGION1,LNDAGRBC1C05,2,2047,-2.6731719e-07
REGION1,LNDAGRBC1C05,2,2048,-5.3626242e-07
REGION1,LNDAGRBC1C05,2,2049,-4.0526804e-07
REGION1,LNDAGRBC1C05,27,2024,-2.7460836e-07
REGION1,LNDAGRBC1C05,27,2032,-1.0568407e-07
REGION1,LNDAGRBC1C05,27,2035,-2.6978244e-07
REGION1,LNDAGRBC1C05,27,2036,-1.0080294e-07
REGION1,LNDAGRBC1C05,27,2038,-4.8484042e-07
REGION1,LNDAGRBC1C05,27,2040,-1.0328789e-07
REGION1,LNDAGRBC1C05,27,2041,-1.2398277e-07
REGION1,LNDAGRBC1C05,27,2043,-8.3329419e-08
REGION1,LNDAGRBC1C05,27,2044,-1.5967639e-07
REGION1,LNDAGRBC1C05,27,2049,-7.6482232e-08
REGION1,LNDAGRBC1C05,22,2028,-6.4417367e-08
REGION1,LNDAGRBC1C05,22,2037,-1.993665e-07
REGION1,LNDAGRBC1C05,22,2038,-4.5601143e-07
REGION1,LNDAGRBC1C05,22,2042,-4.5794419e-07
REGION1,LNDAGRBC1C05,22,2046,-4.2221897e-07
REGION1,LNDAGRBC1C05,24,2021,-4.4637656e-07
REGION1,LNDAGRBC1C05,24,2025,-1.1690895e-08
REGION1,LNDAGRBC1C05,24,2028,-2.719604e-07
REGION1,LNDAGRBC1C05,24,2035,-3.8002996e-07
REGION1,LNDAGRBC1C05,24,2041,-4.3742349e-08
REGION1,LNDAGRBC1C05,24,2042,-4.984337e-07
REGION1,LNDAGRBC1C05,24,2044,-1.7876511e-08
REGION1,LNDAGRBC1C05,7,2036,-4.2204061e-08
REGION1,LNDAGRBC1C05,7,2038,-2.7389098e-08
REGION1,LNDAGRBC1C05,7,2040,-1.9907151e-08
REGION1,LNDAGRBC1C05,7,2041,-1.4548847e-08
REGION1,LNDAGRBC1C05,7,2042,-3.7699935e-08
REGION1,LNDAGRBC1C05,7,2047,-4.9486812e-07
REGION1,LNDAGRBC1C05,7,2050,-4.3781238e-07
REGION1,LNDAGRBC1C05,25,2020,-2.9632877e-08
REGION1,LNDAGRBC1C05,25,2024,-3.6591804e-08
REGION1,LNDAGRBC1C05,25,2038,-3.0991228e-07
REGION1,LNDAGRBC1C05,25,2039,-5.4043198e-07
REGION1,LNDAGRBC1C05,25,2045,-1.2942571e-07
REGION1,LNDAGRBC1C05,25,2047,-2.9399987e-07
REGION1,LNDAGRBC1C05,25,2050,-2.6521197e-07
REGION1,LNDAGRBC1C05,29,2035,-1.3945695e-07
REGION1,LNDAGRBC1C05,29,2037,-2.2932743e-07
REGION1,LNDAGRBC1C05,29,2038,-3.3043257e-07
REGION1,LNDAGRBC1C05,29,2046,-1.0728369e-07
REGION1,LNDAGRBC1C05,17,2020,-2.0656854e-07
REGION1,LNDAGRBC1C05,17,2035,-3.4098381e-07
REGION1,LNDAGRBC1C05,17,2039,-1.1905686e-07
REGION1,LNDAGRBC1C05,17,2046,-2.1097697e-07
REGION1,LNDAGRBC1C05,56,2021,-1.333755e-07
REGION1,LNDAGRBC1C05,56,2023,-2.67254e-07
REGION1,LNDAGRBC1C05,56,2034,-3.1179947e-07
REGION1,LNDAGRBC1C05,56,2035,-3.1742385e-08
REGION1,LNDAGRBC1C05,56,2036,-1.1476829e-07
REGION1,LNDAGRBC1C05,56,2037,-4.7363615e-07
REGION1,LNDAGRBC1C05,56,2038,-2.968968e-07
REGION1,LNDAGRBC1C05,56,2039,-1.0685774e-07
REGION1,LNDAGRBC1C05,56,2042,-5.4160327e-07
REGION1,LNDAGRBC1C05,56,2043,-1.5713659e-08
REGION1,LNDAGRBC1C05,56,2044,-4.8147817e-07
REGION1,LNDAGRBC1C05,56,2045,-4.6094852e-07
REGION1,LNDAGRBC1C05,56,2046,-5.3963394e-07
REGION1,LNDAGRBC1C05,56,2047,-1.5477866e-07
REGION1,LNDAGRBC1C05,13,2037,-3.9861206e-07
REGION1,LNDAGRBC1C05,13,2038,-2.8211569e-07
REGION1,LNDAGRBC1C05,13,2048,-1.4697515e-07
REGION1,LNDAGRBC1C05,19,2041,-1.8892889e-07
REGION1,LNDAGRBC1C05,41,2043,-1.4670677e-07
REGION1,LNDAGRBC1C05,41,2046,-2.2848145e-07
REGION1,LNDAGRBC1C05,15,2022,-1.8901438e-07
REGION1,LNDAGRBC1C05,15,2032,-2.1592188e-08
REGION1,LNDAGRBC1C05,15,2037,-7.2302568e-08
REGION1,LNDAGRBC1C05,15,2039,-2.9930226e-07
REGION1,LNDAGRBC1C05,15,2045,-2.602443e-07
REGION1,LNDAGRBC1C05,15,2046,-5.0686981e-07
REGION1,LNDAGRBC1C05,15,2048,-1.0210226e-08
REGION1,LNDAGRBC1C05,15,2049,-3.4774972e-07
REGION1,LNDAGRBC1C05,5,2039,-2.1453751e-07
REGION1,LNDAGRBC1C05,5,2040,-4.2819171e-07
REGION1,LNDAGRBC1C05,5,2042,-1.7443221e-07
REGION1,LNDAGRBC1C05,33,2024,-3.2467639e-07
REGION1,LNDAGRBC1C05,33,2035,-1.0538348e-07
REGION1,LNDAGRBC1C05,33,2036,-2.1359301e-07
REGION1,LNDAGRBC1C05,33,2037,-3.1743943e-07
REGION1,LNDAGRBC1C05,33,2046,-4.7579216e-07
REGION1,LNDAGRBC1C05,33,2047,-9.0176936e-08
REGION1,LNDAGRBC1C05,33,2048,-3.1157088e-07
REGION1,LNDAGRBC1C05,14,2032,-2.7700345e-08
REGION1,LNDAGRBC1C05,14,2035,-2.8170756e-08
REGION1,LNDAGRBC1C05,14,2036,-2.0021543e-07
REGION1,LNDAGRBC1C05,14,2037,-4.557194e-08
REGION1,LNDAGRBC1C05,14,2038,-4.5086435e-08
REGION1,LNDAGRBC1C05,14,2041,-2.7196951e-08
REGION1,LNDAGRBC1C05,14,2046,-1.6362117e-08
REGION1,LNDAGRBC1C05,14,2047,-4.6244265e-07
REGION1,LNDAGRBC1C05,48,2021,-2.6530222e-08
REGION1,LNDAGRBC1C05,28,2038,-2.0090811e-07
REGION1,LNDAGRBC1C05,28,2043,-1.6014597e-08
REGION1,LNDAGRBC1C05,28,2050,-5.0090801e-08
REGION1,LNDAGRBC1C05,44,2022,-5.0284952e-08
REGION1,LNDAGRBC1C05,44,2036,-5.8108476e-08
REGION1,LNDAGRBC1C05,44,2041,-1.4673727e-07
REGION1,LNDAGRBC1C05,44,2043,-7.7352024e-08
REGION1,LNDAGRBC1C05,44,2045,-3.3981408e-08
REGION1,LNDAGRBC1C05,44,2050,-3.3307385e-08
REGION1,LNDAGRBC1C05,32,2020,-6.267068e-08
REGION1,LNDAGRBC1C05,32,2024,-2.3402086e-07
REGION1,LNDAGRBC1C05,32,2025,-1.1066974e-07
REGION1,LNDAGRBC1C05,32,2035,-5.2589663e-07
REGION1,LNDAGRBC1C05,32,2036,-1.6819833e-07
REGION1,LNDAGRBC1C05,32,2039,-3.5871828e-07
REGION1,LNDAGRBC1C05,32,2040,-4.987978e-07
REGION1,LNDAGRBC1C05,32,2041,-3.7669945e-07
REGION1,LNDAGRBC1C05,32,2042,-2.4027131e-07
REGION1,LNDAGRBC1C05,32,2044,-2.440855e-07
REGION1,LNDAGRBC1C05,32,2046,-5.0610935e-07
REGION1,LNDAGRBC1C05,32,2048,-2.9785406e-07
REGION1,LNDAGRBC1C05,32,2049,-1.0588621e-07
REGION1,LNDAGRBC1C05,32,2050,-2.6583155e-07
REGION1,LNDAGRBC1C05,47,2026,-6.0728494e-08
REGION1,LNDAGRBC1C05,47,2035,-3.904894e-07
REGION1,LNDAGRBC1C05,47,2036,-3.6125398e-07
REGION1,LNDAGRBC1C05,47,2037,-1.8802273e-07
REGION1,LNDAGRBC1C05,47,2038,-2.8841814e-07
REGION1,LNDAGRBC1C05,47,2041,-4.5380632e-08
REGION1,LNDAGRBC1C05,47,2042,-2.344954e-08
REGION1,LNDAGRBC1C05,40,2035,-1.6438623e-08
REGION1,LNDAGRBC1C05,35,2025,-2.1376332e-07
REGION1,LNDAGRBC1C05,35,2027,-7.7411793e-08
REGION1,LNDAGRBC1C05,35,2030,-3.4700224e-07
REGION1,LNDAGRBC1C05,35,2032,-3.336588e-07
REGION1,LNDAGRBC1C05,35,2033,-1.7841498e-07
REGION1,LNDAGRBC1C05,35,2034,-3.3100416e-07
REGION1,LNDAGRBC1C05,35,2035,-2.92009e-07
REGION1,LNDAGRBC1C05,35,2036,-3.0223643e-07
REGION1,LNDAGRBC1C05,35,2037,-3.66762e-07
REGION1,LNDAGRBC1C05,35,2038,-3.283197e-07
REGION1,LNDAGRBC1C05,35,2039,-4.342918e-07
REGION1,LNDAGRBC1C05,35,2040,-4.7973367e-07
REGION1,LNDAGRBC1C05,35,2042,-3.3103517e-07
REGION1,LNDAGRBC1C05,35,2043,-5.9783137e-08
REGION1,LNDAGRBC1C05,35,2046,-4.0881066e-07
REGION1,LNDAGRBC1C05,35,2047,-2.426732e-07
REGION1,LNDAGRBC1C05,45,2036,-4.289312e-07
REGION1,LNDAGRBC1C05,45,2037,-4.096106e-07
REGION1,LNDAGRBC1C05,45,2039,-1.4337031e-07
REGION1,LNDAGRBC1C05,45,2046,-2.5373197e-08
REGION1,LNDAGRBC1C05,42,2031,-3.4224053e-08
REGION1,LNDAGRBC1C05,42,2037,-2.5751412e-07
REGION1,LNDAGRBC1C05,42,2038,-1.8048965e-07
REGION1,LNDAGRBC1C05,42,2042,-2.3486883e-07
REGION1,LNDAGRBC1C05,42,2044,-3.6044971e-07
REGION1,LNDAGRBC1C05,42,2046,-9.2712819e-08
REGION1,LNDAGRBC1C05,42,2050,-3.4887535e-08
REGION1,LNDAGRBC1C05,34,2033,-4.2693496e-07
REGION1,LNDAGRBC1C05,34,2036,-1.2957795e-07
REGION1,LNDAGRBC1C05,34,2042,-2.0762721e-07
REGION1,LNDAGRBC1C05,34,2044,-9.1399208e-08
REGION1,LNDAGRBC1C05,34,2045,-1.2115177e-07
REGION1,LNDAGRBC1C05,34,2046,-3.9929653e-07
REGION1,LNDAGRBC1C05,34,2050,-4.0439598e-07
REGION1,LNDAGRBC1C05,43,2022,-2.6356943e-08
REGION1,LNDAGRBC1C05,43,2038,-1.2148555e-07
REGION1,LNDAGRBC1C05,43,2049,-1.0348642e-08
REGION1,LNDAGRBC1C05,43,2050,-1.1033773e-07
REGION1,LNDAGRBC1C05,53,2020,15.4852
REGION1,LNDAGRBC1C05,53,2021,15.4852
REGION1,LNDAGRBC1C05,53,2022,15.4852
REGION1,LNDAGRBC1C05,53,2023,15.4852
REGION1,LNDAGRBC1C05,53,2024,15.4852
REGION1,LNDAGRBC1C05,53,2025,15.4852
REGION1,LNDAGRBC1C05,53,2026,15.4852
REGION1,LNDAGRBC1C05,53,2027,15.4852
REGION1,LNDAGRBC1C05,53,2028,15.4852
REGION1,LNDAGRBC1C05,53,2029,15.4852
REGION1,LNDAGRBC1C05,53,2030,15.4852
REGION1,LNDAGRBC1C05,53,2031,15.4852
REGION1,LNDAGRBC1C05,53,2032,15.4852
REGION1,LNDAGRBC1C05,53,2033,15.4852
REGION1,LNDAGRBC1C05,53,2034,15.4852
REGION1,LNDAGRBC1C05,53,2035,15.4852
REGION1,LNDAGRBC1C05,53,2036,15.4852
REGION1,LNDAGRBC1C05,53,2037,15.4852
REGION1,LNDAGRBC1C05,53,2038,15.4852
REGION1,LNDAGRBC1C05,53,2039,15.4852
REGION1,LNDAGRBC1C05,53,2040,15.4852
REGION1,LNDAGRBC1C05,53,2041,15.4852
REGION1,LNDAGRBC1C05,53,2042,15.4852
REGION1,LNDAGRBC1C05,53,2043,15.4852
REGION1,LNDAGRBC1C05,53,2044,15.4852
REGION1,LNDAGRBC1C05,53,2045,15.4852
REGION1,LNDAGRBC1C05,53,2046,15.4852
REGION1,LNDAGRBC1C05,53,2047,15.4852
REGION1,LNDAGRBC1C05,53,2048,15.4852
REGION1,LNDAGRBC1C05,53,2049,15.4852
REGION1,LNDAGRBC1C05,53,2050,15.4852
REGION1,LNDAGRBC1C05,51,2020,0.453286
REGION1,LNDAGRBC1C05,51,2021,0.453286
REGION1,LNDAGRBC1C05,51,2022,0.453286
REGION1,LNDAGRBC1C05,51,2023,0.453286
REGION1,LNDAGRBC1C05,51,2024,0.453286
REGION1,LNDAGRBC1C05,51,2025,0.453286
REGION1,LNDAGRBC1C05,51,2026,0.453286
REGION1,LNDAGRBC1C05,51,2027,0.453286
REGION1,LNDAGRBC1C05,51,2028,0.453286
REGION1,LNDAGRBC1C05,51,2029,0.453286
REGION1,LNDAGRBC1C05,51,2030,0.453286
REGION1,LNDAGRBC1C05,51,2031,0.453286
REGION1,LNDAGRBC1C05,51,2032,0.453286
REGION1,LNDAGRBC1C05,51,2033,0.453286
REGION1,LNDAGRBC1C05,51,2034,0.453286
REGION1,LNDAGRBC1C05,51,2035,0.453286
REGION1,LNDAGRBC1C05,51,2036,0.453286
REGION1,LNDAGRBC1C05,51,2037,0.453286
REGION1,LNDAGRBC1C05,51,2038,0.453286
REGION1,LNDAGRBC1C05,51,2039,0.453286
REGION1,LNDAGRBC1C05,51,2040,0.453286
REGION1,LNDAGRBC1C05,51,2041,0.453286
REGION1,LNDAGRBC1C05,51,2042,0.453286
REGION1,LNDAGRBC1C05,51,2043,0.453286
REGION1,LNDAGRBC1C05,51,2044,0.453286
REGION1,LNDAGRBC1C05,51,2045,0.453286
REGION1,LNDAGRBC1C05,51,2046,0.453286
REGION1,LNDAGRBC1C05,51,2047,0.453286
REGION1,LNDAGRBC1C05,51,2048,0.453286
REGION1,LNDAGRBC1C05,51,2049,0.453286
REGION1,LNDAGRBC1C05,51,2050,0.453286
REGION1,LNDAGRBC1C05,55,2020,1.1493
REGION1,LNDAGRBC1C05,55,2021,1.1493
REGION1,LNDAGRBC1C05,55,2022,1.1493
REGION1,LNDAGRBC1C05,55,2023,1.1493
REGION1,LNDAGRBC1C05,55,2024,1.1493
REGION1,LNDAGRBC1C05,55,2025,1.1493
REGION1,LNDAGRBC1C05,55,2026,1.1493
REGION1,LNDAGRBC1C05,55,2027,1.1493
REGION1,LNDAGRBC1C05,55,2028,1.1493
REGION1,LNDAGRBC1C05,55,2029,1.1493
REGION1,LNDAGRBC1C05,55,2030,1.1493
REGION1,LNDAGRBC1C05,55,2031,1.1493
REGION1,LNDAGRBC1C05,55,2032,1.1493
REGION1,LNDAGRBC1C05,55,2033,1.1493
REGION1,LNDAGRBC1C05,55,2034,1.1493
REGION1,LNDAGRBC1C05,55,2035,1.1493
REGION1,LNDAGRBC1C05,55,2036,1.1493
REGION1,LNDAGRBC1C05,55,2037,1.1493
REGION1,LNDAGRBC1C05,55,2038,1.1493
REGION1,LNDAGRBC1C05,55,2039,1.1493
REGION1,LNDAGRBC1C05,55,2040,1.1493
REGION1,LNDAGRBC1C05,55,2041,1.1493
REGION1,LNDAGRBC1C05,55,2042,1.1493
REGION1,LNDAGRBC1C05,55,2043,1.1493
REGION1,LNDAGRBC1C05,55,2044,1.1493
REGION1,LNDAGRBC1C05,55,2045,1.1493
REGION1,LNDAGRBC1C05,55,2046,1.1493
REGION1,LNDAGRBC1C05,55,2047,1.1493
REGION1,LNDAGRBC1C05,55,2048,1.1493
REGION1,LNDAGRBC1C05,55,2049,1.1493
REGION1,LNDAGRBC1C05,55,2050,1.1493
REGION1,LNDAGRBC1C05,39,2036,-2.6962567e-08
REGION1,LNDAGRBC1C05,21,2039,-4.3652701e-07
REGION1,LNDAGRBC1C05,21,2042,-3.3205971e-07
REGION1,LNDAGRBC1C05,21,2043,-3.7064196e-07
REGION1,LNDAGRBC1C05,21,2049,-1.1937458e-08
REGION1,LNDAGRBC1C05,4,2035,-6.6491084e-08
REGION1,LNDAGRBC1C05,4,2037,-2.0820697e-07
REGION1,LNDAGRBC1C05,4,2041,-3.9167673e-07
REGION1,LNDAGRBC1C05,4,2046,-4.4972168e-07
REGION1,LNDAGRBC1C05,4,2047,-2.7115709e-08
REGION1,LNDAGRBC1C05,4,2049,-1.9609873e-07
REGION1,LNDAGRBC1C05,52,2020,534.40263
REGION1,LNDAGRBC1C05,52,2021,529.1396
REGION1,LNDAGRBC1C05,52,2022,529.23514
REGION1,LNDAGRBC1C05,52,2023,528.93402
REGION1,LNDAGRBC1C05,52,2024,527.3735
REGION1,LNDAGRBC1C05,52,2025,528.41421
REGION1,LNDAGRBC1C05,52,2026,528.1687
REGION1,LNDAGRBC1C05,52,2027,528.05454
REGION1,LNDAGRBC1C05,52,2028,541.65203
REGION1,LNDAGRBC1C05,52,2029,541.42301
REGION1,LNDAGRBC1C05,52,2030,541.25178
REGION1,LNDAGRBC1C05,52,2031,540.95278
REGION1,LNDAGRBC1C05,52,2032,540.94545
REGION1,LNDAGRBC1C05,52,2033,540.7264
REGION1,LNDAGRBC1C05,52,2034,540.6048
REGION1,LNDAGRBC1C05,52,2035,540.40286
REGION1,LNDAGRBC1C05,52,2036,540.03914
REGION1,LNDAGRBC1C05,52,2037,539.73253
REGION1,LNDAGRBC1C05,52,2038,539.50266
REGION1,LNDAGRBC1C05,52,2039,539.3571
REGION1,LNDAGRBC1C05,52,2040,539.17874
REGION1,LNDAGRBC1C05,52,2041,538.91002
REGION1,LNDAGRBC1C05,52,2042,538.66436
REGION1,LNDAGRBC1C05,52,2043,538.40317
REGION1,LNDAGRBC1C05,52,2044,538.16676
REGION1,LNDAGRBC1C05,52,2045,537.92469
REGION1,LNDAGRBC1C05,52,2046,537.68729
REGION1,LNDAGRBC1C05,52,2047,537.4468
REGION1,LNDAGRBC1C05,52,2048,537.20303
REGION1,LNDAGRBC1C05,52,2049,536.96578
REGION1,LNDAGRBC1C05,52,2050,536.72238
REGION1,LNDAGRBC1C05,10,2021,-3.4660135e-07
REGION1,LNDAGRBC1C05,10,2036,-1.042219e-07
REGION1,LNDAGRBC1C05,18,2036,-3.8014928e-07
REGION1,LNDAGRBC1C05,37,2037,-1.2467031e-07
REGION1,LNDAGRBC1C05,37,2042,-3.0503836e-07
REGION1,LNDAGRBC1C05,37,2044,-3.0090295e-07
REGION1,LNDAGRBC1C05,37,2047,-2.3538843e-07
REGION1,LNDAGRBC1C05,6,2038,-3.4504951e-07
REGION1,LNDAGRBC1C05,6,2047,-3.3719339e-07
REGION1,LNDAGRBC1C05,6,2048,-3.4570039e-07
REGION1,LNDAGRBC1C05,12,2036,-3.4450968e-07
REGION1,LNDAGRBC1C05,12,2038,-3.4706776e-08
REGION1,LNDAGRBC1C05,12,2039,-2.1951652e-08
REGION1,LNDAGRBC1C05,12,2042,-1.7937328e-08
REGION1,LNDAGRBC1C05,12,2046,-1.8699573e-07
REGION1,LNDAGRBC1C05,26,2020,-2.2840596e-07
REGION1,LNDAGRBC1C05,26,2024,-2.5396161e-08
REGION1,LNDAGRBC1C05,26,2035,-3.2648924e-07
REGION1,LNDAGRBC1C05,31,2024,-3.5280045e-07
REGION1,LNDAGRBC1C05,31,2025,-5.3365151e-08
REGION1,LNDAGRBC1C05,31,2033,-2.4999364e-07
REGION1,LNDAGRBC1C05,31,2034,-2.4335598e-07
REGION1,LNDAGRBC1C05,31,2035,-1.2049792e-07
REGION1,LNDAGRBC1C05,31,2036,-4.2765848e-08
REGION1,LNDAGRBC1C05,31,2037,-1.5992326e-07
REGION1,LNDAGRBC1C05,31,2039,-2.4828615e-07
REGION1,LNDAGRBC1C05,31,2041,-3.9233732e-07
REGION1,LNDAGRBC1C05,31,2044,-2.907109e-07
REGION1,LNDAGRBC1C05,31,2045,-5.3159666e-07
REGION1,LNDAGRBC1C05,31,2048,-1.6071659e-07
REGION1,LNDAGRBC1C05,31,2049,-2.5024147e-07
REGION1,LNDAGRBC1C05,3,2035,-2.297356e-08
REGION1,LNDAGRBC1C05,3,2038,-2.0979516e-07
REGION1,LNDAGRBC1C05,3,2039,-4.949457e-07
REGION1,LNDAGRBC1C05,3,2041,-8.1507475e-08
REGION1,LNDAGRBC1C05,3,2046,-1.5144813e-07
REGION1,LNDAGRBC1C05,3,2047,-3.8367691e-07
REGION1,LNDAGRBC1C05,3,2048,-1.5546003e-08
REGION1,LNDAGRBC1C05,3,2050,-5.1498484e-07
REGION1,LNDAGRBC1C05,50,2020,-6.4986347e-08
REGION1,LNDAGRBC1C05,50,2021,-9.8147075e-08
REGION1,LNDAGRBC1C05,50,2043,-1.2578666e-08
REGION1,LNDAGRBC1C05,30,2023,-1.5192426e-07
REGION1,LNDAGRBC1C05,30,2024,-4.3145931e-07
REGION1,LNDAGRBC1C05,30,2033,-1.6645231e-07
REGION1,LNDAGRBC1C05,30,2037,-3.5960335e-07
REGION1,LNDAGRBC1C05,30,2038,-5.3321371e-07
REGION1,LNDAGRBC1C05,30,2050,-3.0570756e-07
REGION1,LNDAGRBC1C05,8,2021,-2.3561018e-07
REGION1,LNDAGRBC1C05,23,2026,-1.4447467e-07
REGION1,LNDAGRBC1C05,23,2028,-2.3714038e-07
REGION1,LNDAGRBC1C05,23,2034,-2.736617e-07
REGION1,LNDAGRBC1C05,23,2043,-4.262579e-08
REGION1,LNDAGRBC1C05,23,2044,-7.3370446e-08
REGION1,LNDAGRBC1C05,23,2047,-3.4635854e-07
REGION1,LNDAGRBC1C05,20,2020,-3.4227324e-07
REGION1,LNDAGRBC1C05,20,2021,-1.2558301e-08
REGION1,LNDAGRBC1C05,20,2024,-4.0498141e-07
REGION1,LNDAGRBC1C05,20,2025,-8.1979117e-08
REGION1,LNDAGRBC1C05,20,2039,-2.2453148e-07
REGION1,LNDAGRBC1C05,54,2020,4.5927054
REGION1,LNDAGRBC1C05,54,2021,4.6147191
REGION1,LNDAGRBC1C05,54,2022,4.618087
REGION1,LNDAGRBC1C05,54,2023,4.6216772
REGION1,LNDAGRBC1C05,54,2024,5.9352168
REGION1,LNDAGRBC1C05,54,2025,4.8526124
REGION1,LNDAGRBC1C05,54,2026,4.8575921
REGION1,LNDAGRBC1C05,54,2027,4.8608786
REGION1,LNDAGRBC1C05,54,2028,4.8521804
REGION1,LNDAGRBC1C05,54,2029,4.8669544
REGION1,LNDAGRBC1C05,54,2030,4.8707952
REGION1,LNDAGRBC1C05,54,2031,4.8747131
REGION1,LNDAGRBC1C05,54,2032,4.8787142
REGION1,LNDAGRBC1C05,54,2033,4.8822109
REGION1,LNDAGRBC1C05,54,2034,4.8850351
REGION1,LNDAGRBC1C05,54,2035,4.8662514
REGION1,LNDAGRBC1C05,54,2036,4.891141
REGION1,LNDAGRBC1C05,54,2037,4.8944141
REGION1,LNDAGRBC1C05,54,2038,4.8978234
REGION1,LNDAGRBC1C05,54,2039,4.9013454
REGION1,LNDAGRBC1C05,54,2040,4.9048716
REGION1,LNDAGRBC1C05,54,2041,4.9083268
REGION1,LNDAGRBC1C05,54,2042,4.911837
REGION1,LNDAGRBC1C05,54,2043,4.9013461
REGION1,LNDAGRBC1C05,54,2044,4.9187558
REGION1,LNDAGRBC1C05,54,2045,4.9224656
REGION1,LNDAGRBC1C05,54,2046,4.9258749
REGION1,LNDAGRBC1C05,54,2047,4.9295847
REGION1,LNDAGRBC1C05,54,2048,4.9332941
REGION1,LNDAGRBC1C05,54,2049,4.9368039
REGION1,LNDAGRBC1C05,54,2050,4.9405132
